,MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
4045,4046,148247,6122,80672,,HD 148247,HD 148247/HIP 80672/HR 6122/HYG 80427/MN 4046,,,,Sco,16.470685,-37.179881,15.06,-26.9,-14.0,110.3753,5.79,,,1.104,K1IIICN...,51.23892386646797,-34.275919,-80.985817,-66.701858,-2.82e-06,1.538e-05,1.526e-05,80428,,0,0
4046,4047,152564,6276,83150,,HD 152564,HD 152564/HIP 83150/HR 6276/HYG 82894/MN 4047,,,,TrA,16.992771,-69.268164,-13.94,-13.12,-1.0,241.5459,5.79,5.814,5.774,-0.103,Ap Si,245.4708915685031,-22.286933,-82.550332,-225.905185,-4.48e-06,1.848e-05,-1.192e-05,82895,,0,1
4047,4048,166046,6782,88817,,100 Her,100 Her/HD 166046/HIP 88817/HR 6782/HYG 88539/MN 4048,,,100 Her,Her,18.130417,26.09734,-10.47,29.79,-16.0,38.5802,5.79,6.125,5.685,0.127,A3V,6.263253647582224,1.18272,-34.62655,16.97127,-2.19e-06,1.707e-05,-2.54e-06,88540,,0,1
4048,4049,171623,6977,91118,,HD 171623,HD 171623/HIP 91118/HR 6977/HYG 90835/MN 4049,,,,Her,18.586834,18.20341,21.25,7.46,-21.0,198.4127,5.79,,,0.006,A0Vn,165.6532649318019,28.843337,-186.262643,61.982374,1.1e-07,2.55e-05,1.673e-05,90836,,0,0
4049,4050,179323,7277,94434,,HD 179323,HD 179323/HIP 94434/HR 7277/HYG 94138/MN 4050,,,,Sgr,19.220463,-25.906786,-2.11,-9.21,3.0,520.8333,5.79,,,1.387,K2III,1140.7750129221204,147.157141,-444.781077,-227.556419,-2.226e-05,5.35e-06,-7.38e-06,94139,,0,0
4050,4051,183324,7400,95793,,35 Aql,35 Aql/HD 183324/HIP 95793/HR 7400/HYG 95494/MN 4051,,,35 Aql,Aql,19.483608,1.950448,-0.51,-33.35,12.0,61.1995,5.79,5.796,5.776,0.088,A0V,15.761589049638374,23.163789,-56.608235,2.082938,-9.47e-06,-1.172e-05,4.63e-06,95495,,0,1
4051,4052,188650,7606,97985,,HD 188650,HD 188650/HIP 97985/HR 7606/HYG 97673/MN 4052,,,,Cyg,19.913403,36.995676,11.16,8.54,-24.0,369.0037,5.79,,,0.773,Fp,572.7960309858292,141.534283,-258.506468,222.0496,-2.57e-06,3.485e-05,3.68e-06,97674,,0,0
4052,4053,196857,7905,102026,,HD 196857,HD 196857/HIP 102026/HR 7905/HYG 101695/MN 4053,,,,Cap,20.6757,-16.12418,-68.21,73.94,-4.0,100.4016,5.79,,,0.997,K0III,42.42286549229506,62.172683,-73.739679,-27.883532,3.571e-05,-2.604e-05,-2.147e-05,101696,,0,0
4053,4054,205423,8251,106592,,HD 205423,HD 205423/HIP 106592/HR 8251/HYG 106249/MN 4054,,,,Aqr,21.588228,-3.983305,-9.59,-4.8,-2.0,128.2051,5.79,,,1.11,G9III:,69.18309709189363,103.237363,-75.493546,-8.905868,-2.83e-06,-3.48e-06,-5.33e-06,106250,,0,0
4054,4055,209419,8403,108758,,HD 209419,HD 209419/HIP 108758/HR 8403/HYG 108412/MN 4055,,,,Cyg,22.030718,52.882253,9.99,2.67,-22.0,306.7485,5.79,,,-0.106,B5III,395.913216728166,161.048069,-91.262192,244.600191,-1.555e-05,2.118e-05,-7.24e-06,108413,,0,0
4055,4056,210129,8438,109240,,25 Peg,25 Peg/HD 210129/HIP 109240/HR 8438/HYG 108893/MN 4056,,,25 Peg,Peg,22.130641,21.702926,-45.18,-68.26,-52.0,186.5672,5.79,,,-0.077,B7Vn,146.4198642935277,152.994225,-81.486898,68.991296,-7.703e-05,-2.357e-05,-4.267e-05,108894,,0,0
4056,4057,212404,8533,110578,,51 Aqr,51 Aqr/HD 212404/HIP 110578/HR 8533/HYG 110231/MN 4057,,,51 Aqr,Aqr,22.401912,-4.83702,26.35,-7.77,6.0,124.3781,5.79,,,-0.033,A0V,65.10284984348614,113.245652,-50.352297,-10.487774,-5.19e-06,1.219e-05,1.168e-05,110232,,0,0
4057,4058,213179,8564,110992,,HD 213179,HD 213179/HIP 110992/HR 8564/HYG 110643/MN 4058,,,,Peg,22.486174,26.763198,26.09,-4.42,-45.0,384.6154,5.79,,,1.252,K2II,622.3002851691596,316.794678,-132.566069,173.193723,-2.808e-05,5.93e-05,-1.571e-05,110644,,0,0
4058,4059,216608,8708,113048,,HD 216608,HD 216608/HIP 113048/HR 8708/HYG 112687/MN 4059,,,,Lac,22.894488,44.749163,-2.97,-15.72,12.0,56.9152,5.79,,,0.282,A3m,13.626991969948696,38.73985,-11.536102,40.068624,5.56e-06,-4.14e-06,1.105e-05,112688,,0,0
4059,4060,217842,8771,113902,,HD 217842,HD 217842/HIP 113902/HR 8771/HYG 113540/MN 4060,,,,Gru,23.066566,-41.478896,12.25,55.93,-15.0,95.3289,5.79,,,1.069,K0III,38.22962165659194,69.298345,-17.27995,-63.140449,2.953e-05,4.13e-06,6.83e-06,113541,,0,0
4060,4061,224930,9088,171,Gl 914A,85 Peg,85 Peg/Gl 914A/HD 224930/HIP 171/HR 9088/HYG 171/MN 4061,,,85 Peg,Peg,0.036139,27.082256,778.59,-918.72,-37.6,12.1699,5.8,,,0.69,G3V,0.6171631684555837,10.834733,0.102555,5.540428,-6.577e-05,4.584e-05,-9.99e-06,171,Gl 914,1,0
4061,4062,225289,9110,418,,HD 225289,HD 225289/HIP 418/HR 9110/HYG 418/MN 4062,,,,Cas,0.085039,61.31397,14.29,2.24,14.0,221.7295,5.8,5.809,5.789,-0.067,B8MNp...,204.9273858380245,106.405975,2.369398,194.515247,1.372e-05,1.546e-05,4.42e-06,418,,0,1
4062,4063,4391,209,3583,GJ 1021,HD 4391,GJ 1021/HD 4391/HIP 3583/HR 209/HYG 3575/MN 4063,,,,Phe,0.76265,-47.551985,183.96,78.36,-11.4,15.1584,5.8,,,0.635,G5IV,0.9576349769692682,10.027401,2.02916,-11.185157,1.249e-05,1.253e-05,-6.23e-06,3575,,0,0
4063,4064,5267,254,4267,,66 Psc,66 Psc/HD 5267/HIP 4267/HR 254/HYG 4257/MN 4064,,,66 Psc,Psc,0.909785,19.188417,11.05,-7.69,10.0,108.1081,5.8,,,-0.016,A1Vn,48.70796664925366,99.219532,24.089496,35.532538,-4.4e-07,8.22e-06,9.31e-06,4257,,0,0
4064,4065,7019,348,5550,,45 And,45 And/HD 7019/HIP 5550/HR 348/HYG 5537/MN 4065,,,45 And,And,1.186189,37.724121,-15.54,-6.96,-1.0,242.1308,5.8,,,-0.095,B7III-IV,244.34305526939715,182.356513,58.523074,148.150167,-7.09e-06,-1.609e-05,9.56e-06,5537,,0,0
4065,4066,10361,487,0,Gl 66A,p Eridani,Gl 66A/HD 10361/HR 487/HYG 118081/MN 4066/p Eridani,p Eridani,,,Eri,1.663003,-56.19462,268.8,25.41,19.5,8.1466,5.8,,,0.86,K2 V,0.276694164541151,4.110128,1.912046,-6.7701,-1.601e-05,1.466e-05,6.34e-06,118084,Gl 66,1,0
4066,4067,16024,747,12239,,HD 16024,HD 16024/HIP 12239/HR 747/HYG 12207/MN 4067,,,,Cas,2.626676,65.745336,42.97,-8.85,41.0,283.2861,5.8,,,1.561,K5III,334.50298682601374,89.924278,73.865377,258.280376,3.324e-05,6.357e-05,-1.558e-05,12207,,0,0
4067,4068,16458,774,13055,,HD 16458,HD 16458/HIP 13055/HR 774/HYG 13022/MN 4068,,,,Cep,2.796568,81.448475,18.78,-78.4,18.0,133.1558,5.8,,,1.3,G8p...,73.92647526562268,14.726198,13.235712,131.675605,1.068e-05,4.43e-05,3.115e-05,13022,,0,0
4068,4069,18404,878,13834,,47 Ari,47 Ari/HD 18404/HIP 13834/HR 878/HYG 13800/MN 4069,,,47 Ari,Ari,2.968114,20.668733,234.79,-31.64,28.0,33.1675,5.8,,,0.415,F5IV,4.587752705471356,22.126017,21.759698,11.707032,5.35e-06,4.696e-05,-6.09e-06,13800,,0,0
4069,4070,24141,1192,18217,,HD 24141,HD 24141/HIP 18217/HR 1192/HYG 18172/MN 4070,,,,Cam,3.895345,57.975141,85.08,-93.81,-5.0,50.5051,5.8,,,0.182,A5m,10.63653075076438,14.021398,22.818538,42.819101,-1.651e-05,2.519e-05,-8.97e-06,18172,,0,0
4070,4071,26591,1300,19571,,HD 26591,HD 26591/HIP 19571/HR 1300/HYG 19522/MN 4071,,,,Eri,4.193389,-20.356157,45.73,49.83,-13.0,80.9717,5.8,6.031,5.791,0.165,A1V + (F/G),27.34009378505609,34.581591,67.580823,-28.166348,2.296e-05,3.14e-06,-1.856e-05,19522,,0,1
4071,4072,33224,1671,23916,,HD 33224,HD 33224/HIP 23916/HR 1671/HYG 23861/MN 4072,,,,Eri,5.138942,-8.665324,3.68,-20.78,27.0,208.7683,5.8,,,-0.059,B8V,181.6351931176512,46.131324,201.163803,-31.453601,-2.495e-05,2.435e-05,1.76e-06,23861,,0,0
4072,4073,36134,1830,25708,,HD 36134,HD 36134/HIP 25708/HR 1830/HYG 25644/MN 4073,,,,Ori,5.489913,-3.446394,-28.01,-9.45,23.0,151.0574,5.8,,,1.149,K1III...,95.14807363517583,20.076044,149.441936,-9.080775,-8.32e-06,2.013e-05,2.34e-05,25644,,0,0
4073,4074,41759,2160,28855,,HD 41759,HD 41759/HIP 28855/HR 2160/HYG 28783/MN 4074,,,,Col,6.090882,-35.513647,13.88,16.09,24.0,83.1255,5.8,,,0.027,A0V,28.813764348397,-1.609748,67.643284,-48.287467,-8.98e-06,2.361e-05,-6.16e-06,28783,,0,0
4074,4075,51055,2588,33248,,17 CMa,17 CMa/HD 51055/HIP 33248/HR 2588/HYG 33161/MN 4075,,,17 CMa,CMa,6.917427,-20.404876,0.38,-10.35,-15.0,154.5595,5.8,,,0.048,A2V,99.54054173515264,-34.459466,140.702845,-53.887403,-1.92e-06,-1.666e-05,3.79e-06,33161,,0,0
4075,4076,54475,2691,34339,,HD 54475,HD 54475/HIP 34339/HR 2691/HYG 34249/MN 4076,,,,Pup,7.118633,-40.893268,-10.62,11.3,6.0,238.0952,5.8,,,-0.158,B3V,236.3741608116292,-51.959256,172.320265,-155.869534,5.84e-06,1.615e-05,7.93e-06,34249,,0,0
4076,4077,55775,2731,34975,,HD 55775,HD 55775/HIP 34975/HR 2731/HYG 34881/MN 4077,,,,Mon,7.236347,-3.901779,-34.21,-8.09,22.0,396.8254,5.8,,,1.585,K5III,656.447501951699,-125.918983,375.347611,-27.002499,-1.706e-05,4.121e-05,5.559e-05,34881,,0,0
4077,4078,57103,2784,35785,,19 Lyn,19 Lyn/HD 57103/HIP 35785/HR 2784/HYG 35686/MN 4078,,,19 Lyn,Lyn,7.381127,55.281392,-11.23,-32.04,5.0,100000.0,5.8,5.947,5.697,-0.078,B8V,41686938.34703346,-20147.730599,53271.955125,82195.910834,-0.00884202,0.01386979,0.00057469,35686,,0,1
4078,4079,57646,2804,35984,,HD 57646,HD 57646/HIP 35984/HR 2804/HYG 35884/MN 4079,,,,Lyn,7.415857,51.887258,9.46,-35.14,18.0,317.4603,5.8,,,1.61,K5III,419.952334664066,-70.977448,182.6327,249.777188,-1.889e-05,4.498e-05,-3.31e-05,35884,,0,0
4079,4080,62781,3007,37710,,HD 62781,HD 62781/HIP 37710/HR 3007/HYG 37603/MN 4080,,,,Pup,7.736027,-36.062505,-79.39,85.83,29.0,42.9553,5.8,,,0.32,F0IV,7.691304402866097,-15.244074,31.199186,-25.28654,-3.01e-06,3.825e-05,-2.9e-07,37603,,0,0
4080,4081,64960,3095,38848,,1 Cnc,1 Cnc/HD 64960/HIP 38848/HR 3095/HYG 38734/MN 4081,,,1 Cnc,Cnc,7.949848,15.790281,-28.28,-41.64,10.0,142.8571,5.8,,,1.285,K3III,85.11380382023759,-67.164198,119.941523,38.873874,-2.497e-05,2.5e-05,8.45e-06,38734,,0,0
4081,4082,69994,3264,40866,,HD 69994,HD 69994/HIP 40866/HR 3264/HYG 40751/MN 4082,,,,Cnc,8.339158,20.747721,64.81,-45.59,-17.0,172.7116,5.8,,,1.137,K1III,124.39416235583084,-92.840576,132.160611,61.183694,-4.185e-05,-3.343e-05,-4.283e-05,40751,,0,0
4082,4083,72660,3383,42028,,HD 72660,HD 72660/HIP 42028/HR 3383/HYG 41909/MN 4083,,,,Hya,8.567116,-2.151555,-33.38,20.68,4.0,90.3342,5.8,,,0.007,A1V,34.00948065121909,-56.20305,70.639859,-3.391408,8.9e-06,1.257e-05,8.68e-06,41909,,0,0
4083,4084,76932,3578,44075,GJ 3523,HD 76932,GJ 3523/HD 76932/HIP 44075/HR 3578/HYG 43948/MN 4084,,,,Hya,8.978869,-16.132727,244.35,213.46,120.8,21.0349,5.8,,,0.521,F7/F8IV/V,1.8450154191794736,-14.209667,14.367753,-5.845129,-1.342e-05,7.116e-05,-0.00010542,43948,,0,0
4084,4085,77615,3604,44256,,HD 77615,HD 77615/HIP 44256/HR 3604/HYG 44128/MN 4085,,,,Car,9.012707,-60.963828,-4.42,7.76,18.0,401.6064,5.8,,,1.211,G8II,672.3571072343188,-138.290117,137.373141,-351.130024,-8.76e-06,2.171e-05,-9.65e-06,44128,,0,0
4085,4086,84152,3864,47498,,HD 84152,HD 84152/HIP 47498/HR 3864/HYG 47363/MN 4086,,,,Car,9.68393,-57.259542,76.24,-41.64,39.0,112.8668,5.8,,,1.083,K0/K1III,53.11289818550132,-50.160859,34.78602,-94.935843,-4.587e-05,-3.291e-05,-2.575e-05,47363,,0,0
4086,4087,84542,3876,47943,,HD 84542,HD 84542/HIP 47943/HR 3876/HYG 47807/MN 4087,,,,Leo,9.769457,6.708556,5.68,-24.03,3.0,602.4096,5.8,,,1.639,M1III,1512.167848791768,-499.142494,329.851151,70.372916,-6.934e-05,-7.64e-06,-1.853e-05,47807,,0,0
4087,4088,88473,4002,49764,,HD 88473,HD 88473/HIP 49764/HR 4002/HYG 49622/MN 4088,,,,Car,10.158386,-68.682779,-19.74,22.09,10.0,209.205,5.8,,,0.015,A0IV,182.4735830762581,-67.383125,35.263444,-194.891697,-1.38e-06,2.914e-05,-1.25e-05,49622,,0,0
4088,4089,89569,4061,50493,,HD 89569,HD 89569/HIP 50493/HR 4061/HYG 50351/MN 4089,,,,Vel,10.310561,-56.110393,-239.33,115.9,11.0,36.062,5.8,,,0.481,F6V,5.420008904016237,-18.173007,8.606664,-29.935633,1.96e-06,4.77e-05,-2.96e-06,50351,,0,0
4089,4090,93903,4237,52980,,41 Sex,41 Sex/HD 93903/HIP 52980/HR 4237/HYG 52826/MN 4090,,,41 Sex,Sex,10.838349,-8.897763,-5.33,-14.72,-4.0,95.2381,5.8,,,0.156,A3m,37.80941866832965,-89.774172,28.176142,-14.730643,-6.08e-06,8.2e-07,5.6e-06,52826,,0,0
4090,4091,99196,4404,55716,,HD 99196,HD 99196/HIP 55716/HR 4404/HYG 55549/MN 4091,,,,Leo,11.416369,11.430292,-101.94,-7.36,38.0,150.3759,5.8,,,1.376,K4III,94.2757508527416,-145.676567,22.433415,29.800897,2.44e-06,7.941e-05,-2.739e-05,55550,,0,0
4091,4092,99574,4417,55849,,HD 99574,HD 99574/HIP 55849/HR 4417/HYG 55681/MN 4092,,,,Cen,11.446467,-53.159915,-40.94,16.76,-8.0,187.6173,5.8,,,0.517,K0III+...,146.6898282206286,-111.313088,16.244901,-150.152336,1.569e-05,3.79e-05,-1.84e-06,55682,,0,0
4092,4093,100808,4465,56601,,HD 100808,HD 100808/HIP 56601/HR 4465/HYG 56431/MN 4093,,,,Leo,11.604987,27.781351,19.72,20.04,8.0,71.582,5.8,,,0.248,F0V,21.35993860189796,-62.992657,6.537652,33.36431,9.97e-06,-6.39e-06,-4.68e-06,56432,,0,0
4093,4094,106884,4672,59920,,HD 106884,HD 106884/HIP 59920/HR 4672/HYG 59736/MN 4094,,,,UMa,12.291551,53.191331,38.5,-45.45,-41.0,105.7082,5.8,,,1.33,K6III,46.6015111702184,-63.149886,-4.829553,84.633996,-4.753e-05,-1.918e-05,7.96e-06,59737,,0,0
4094,4095,129944,5499,72210,,HD 129944,HD 129944/HIP 72210/HR 5499/HYG 71983/MN 4095,,,,Lib,14.768547,-23.153018,25.85,-64.04,7.0,103.7344,5.8,,,0.98,K0III,44.87453899331323,-71.403895,-63.235516,-40.787155,-3.243e-05,-5.7e-06,1.317e-05,71984,,0,0
4095,4096,130917,5532,72552,,HD 130917,HD 130917/HIP 72552/HR 5532/HYG 72325/MN 4096,,,,Boo,14.832888,28.615832,18.8,-0.72,1.0,98.4252,5.8,,,0.046,A4V,40.401733537300046,-63.709502,-58.365356,47.139222,1.9e-07,-7.33e-06,5.28e-06,72326,,0,0
4096,4097,140232,5845,76878,,τ7 Ser,22 Ser/22Tau7Ser/HD 140232/HIP 76878/HR 5845/HYG 76641/MN 4097/τ7 Ser,,τ7 Ser,22 Ser,Ser,15.698532,18.464037,-73.0,56.85,-30.0,53.0786,5.8,,,0.207,A2m,11.748975549395295,-28.532238,-41.48049,16.810404,4.16e-06,3.844e-05,3.64e-06,76642,,0,0
4097,4098,146738,6074,79757,,υ CrB,18 CrB/18Ups CrB/HD 146738/HIP 79757/HR 6074/HYG 79515/MN 4098/υ CrB,,υ CrB,18 CrB,CrB,16.279107,29.150261,23.6,-17.05,7.0,204.499,5.8,,,0.063,A3V,174.26091898259304,-77.769095,-160.777226,99.611836,-1.127e-05,-2.323e-05,1.475e-05,79516,,0,0
4098,4099,159480,6548,85998,,53 Oph,53 Oph/HD 159480/HIP 85998/HR 6548/HYG 85735/MN 4099,,,53 Oph,Oph,17.57686,9.5867,6.63,-9.77,-14.0,103.5197,5.8,,,0.04,A2V,44.66835921509632,-11.284418,-101.448224,17.240136,-7.22e-06,1.285e-05,4.78e-06,85736,,0,0
4099,4100,173791,7065,92367,,HD 173791,HD 173791/HIP 92367/HR 7065/HYG 92078/MN 4100,,,,Tel,18.824257,-45.8101,74.9,57.31,10.0,109.8901,5.8,,,0.891,G6IV,50.35006087879047,16.401141,-74.821205,-78.794946,1.395e-05,-1.98e-05,4.519e-05,92079,,0,0
4100,4101,189198,7630,98512,,HD 189198,HD 189198/HIP 98512/HR 7630/HYG 98200/MN 4101,,,,Sgr,20.013424,-45.112918,3.39,5.82,3.0,81.367,5.8,,,0.295,A8III,27.59306855817509,28.885426,-49.627421,-57.648455,-5.5e-07,-2.6e-06,3.06e-06,98201,,0,0
4101,4102,190406,7672,98819,Gl 779,15 Sge,15 Sge/Gl 779/HD 190406/HIP 98819/HR 7672/HYG 98503/MN 4102,,,15 Sge,Sge,20.068399,17.070173,-394.07,-406.42,4.8,17.7683,5.8,,,0.6,G1V,1.315830655095919,8.754808,-14.555518,5.215768,-3.202e-05,-3.032e-05,-2.137e-05,98504,,0,0
4102,4103,210191,8439,109332,,35 Aqr,35 Aqr/HD 210191/HIP 109332/HR 8439/HYG 108985/MN 4103,,,35 Aqr,Aqr,22.14972,-18.519592,0.17,-7.47,-5.0,714.2857,5.8,,,-0.154,B2III,2126.179859862522,599.37583,-315.403056,-226.877771,-2.29e-05,6.6e-06,-1.129e-05,108986,,0,0
4103,4104,211392,8500,110009,,HD 211392,HD 211392/HIP 110009/HR 8500/HYG 109662/MN 4104,,,,Aqr,22.281268,-9.040067,-58.02,-12.11,12.0,113.2503,5.8,,,1.158,K3III:,53.45643593969714,100.711131,-48.644416,-17.794483,-8.49e-06,-3.35e-05,-3.88e-06,109663,,0,0
4104,4105,214710,8625,111660,,HD 214710,HD 214710/HIP 111660/HR 8625/HYG 111309/MN 4105,,,,Cep,22.620247,75.371811,44.7,7.85,-7.0,214.1328,5.8,,,1.594,M1III,191.07329810428715,50.588515,-19.111745,207.191632,-4.87e-06,4.683e-05,7.33e-06,111310,,0,0
4105,4106,216494,8704,113031,,74 Aqr,74 Aqr/HD 216494/HIP 113031/HR 8704/HYG 112669/MN 4106,,,74 Aqr,Aqr,22.891307,-11.616514,23.03,1.93,-7.0,253.1646,5.8,5.807,5.787,-0.082,B8IV/V,267.17757271179465,237.606286,-70.970791,-50.977275,3.76e-06,2.895e-05,1.83e-06,112670,,0,1
4106,4107,6953,341,5494,,HD 6953,HD 6953/HIP 5494/HR 341/HYG 5483/MN 4107,,,,Psc,1.17207,25.457763,2.92,-113.75,5.0,120.7729,5.81,,,1.466,K5III,60.255958607435744,103.952704,32.937897,51.913722,-5.793e-05,1.167e-05,3.117e-05,5483,,0,0
4107,4108,14641,688,10871,,HD 14641,HD 14641/HIP 10871/HR 688/HYG 10845/MN 4108,,,,Hor,2.331739,-55.944796,23.32,18.71,49.0,189.0359,5.81,,,1.57,K5III,147.63862777538623,86.739682,60.681938,-156.616306,-3.192e-05,4.174e-05,2.238e-05,10845,,0,0
4108,4109,14622,687,11090,,HD 14622,HD 14622/HIP 11090/HR 687/HYG 11064/MN 4109,,,,And,2.380644,41.396297,-74.2,-97.68,-35.0,47.0146,5.81,,,0.289,F0III-IV,9.12851219331122,28.637069,20.585099,31.088827,-4.037e-05,-2.081e-05,2e-08,11064,,0,0
4109,4110,16247,766,12148,,HD 16247,HD 16247/HIP 12148/HR 766/HYG 12115/MN 4110,,,,Cet,2.609742,7.730026,-56.19,-21.21,-25.0,90.7441,5.81,,,1.04,K0III:,34.00948065121909,69.73585,56.766071,12.20555,-1.268e-05,-3.437e-05,-3.07e-06,12115,,0,0
4110,4111,19141,929,14187,,HD 19141,HD 19141/HIP 14187/HR 929/HYG 14153/MN 4111,,,,Eri,3.048849,-46.975036,24.77,2.42,16.0,259.7403,5.81,,,1.304,K2/K3III,278.7404520323769,123.704315,126.909618,-189.884935,-9.88e-06,3.136e-05,-1.299e-05,14153,,0,0
4111,4112,22252,1092,16368,,HD 22252,HD 22252/HIP 16368/HR 1092/HYG 16327/MN 4112,,,,Ret,3.514359,-66.489714,16.99,1.7,29.0,265.9574,5.81,,,-0.055,B8V,292.14603738773343,64.269071,84.412415,-243.880108,-2.632e-05,2.428e-05,-9.04e-06,16327,,0,0
4112,4113,23978,1187,17798,,HD 23978,HD 23978/HIP 17798/HR 1187/HYG 17755/MN 4113,,,,Eri,3.809918,-20.902977,-29.81,-16.7,3.0,181.8182,5.81,,,1.602,K5III,136.52116950664455,92.137865,142.689616,-64.870295,-1.485e-05,-1.626e-05,2.078e-05,17755,,0,0
4113,4114,27881,1384,20465,,HD 27881,HD 27881/HIP 20465/HR 1384/HYG 20414/MN 4114,,,,Eri,4.384909,-24.892157,19.59,-15.64,29.0,153.6098,5.81,,,1.507,K5III,97.45407417663064,57.177117,127.068467,-64.656263,-2.305e-05,2.605e-05,-4.27e-06,20414,,0,0
4114,4115,33541,1683,24732,,HD 33541,HD 33541/HIP 24732/HR 1683/HYG 24672/MN 4115,,,,Cam,5.30368,73.268071,-7.94,-26.82,9.9,111.2347,5.81,,,-0.023,A0V,51.09754090546759,5.805571,31.493214,106.525353,5.53e-06,1.571e-05,7.25e-06,24672,,0,0
4115,4116,37717,1947,26545,,HD 37717,HD 37717/HIP 26545/HR 1947/HYG 26480/MN 4116,,,,Col,5.645424,-40.707306,-2.31,21.19,4.0,134.7709,5.81,,,-0.078,B8V,75.02396279074637,9.469986,101.72341,-87.89694,7.83e-06,1.194e-05,2.63e-06,26480,,0,0
4116,4117,40733,2117,28287,,HD 40733,HD 40733/HIP 28287/HR 2117/HYG 28215/MN 4117,,,,Pic,5.977097,-44.034562,-12.02,9.49,12.0,362.3188,5.81,,,1.061,G8II,542.0008904016238,1.561862,260.473855,-251.845036,3.45e-06,2.028e-05,2.123e-05,28215,,0,0
4117,4118,49517,2515,32402,,HD 49517,HD 49517/HIP 32402/HR 2515/HYG 32316/MN 4118,,,,Car,6.764922,-52.409691,-3.55,9.14,23.0,395.2569,5.81,,,1.551,K3III,645.059833284831,-47.961904,236.292797,-313.198899,-7.96e-06,2.902e-05,1.05e-06,32316,,0,0
4118,4119,56733,2769,35202,,HD 56733,HD 56733/HIP 35202/HR 2769/HYG 35107/MN 4119,,,,Pup,7.275515,-38.318928,-7.91,4.93,45.0,187.2659,5.81,,,-0.133,B4V,144.81048230513716,-48.155362,138.808031,-116.112272,-2.502e-05,3.909e-05,-5.96e-06,35107,,0,0
4119,4120,89125,4039,50384,Gl 387A,39 Leo,39 Leo/Gl 387A/HD 89125/HIP 50384/HR 4039/HYG 50242/MN 4120,,,39 Leo,Leo,10.287378,23.10622,-413.29,-97.22,37.5,22.805,5.81,,,0.5,F8Vw,2.1478304741305343,-18.90255,9.092886,8.949656,5.17e-06,5.829e-05,-1.578e-05,50242,Gl 387,1,0
4120,4121,95347,4292,53762,,HD 95347,HD 95347/HIP 53762/HR 4292/HYG 53606/MN 4121,,,,Vel,10.999831,-43.80711,-62.71,10.03,-5.0,93.5454,5.81,,,-0.064,B8/B9V,36.14098626396132,-65.208168,17.475637,-64.755157,6.82e-06,2.733e-05,7.88e-06,53606,,0,0
4121,4122,115723,5022,64927,,HD 115723,HD 115723/HIP 64927/HR 5022/HYG 64721/MN 4122,,,,CVn,13.307701,34.098304,29.23,4.55,-20.0,153.6098,5.81,,,1.366,K4.5III,97.45407417663064,-119.818686,-42.702121,86.115777,-8.66e-06,-1.418e-05,2.505e-05,64722,,0,0
4122,4123,116084,5036,65247,,HD 116084,HD 116084/HIP 65247/HR 5036/HYG 65041/MN 4123,,,,Cen,13.371191,-52.182956,-4.47,-1.95,-15.0,100000.0,5.81,,,0.072,B2.5Ib,41304750.1990161,-57405.842043,-21540.689549,-78997.265562,-0.00056749,0.00229446,-5.331e-05,65042,,0,0
4123,4124,118646,5128,66563,,HD 118646,HD 118646/HIP 66563/HR 5128/HYG 66352/MN 4124,,,,Hya,13.645021,-29.560867,-86.56,-77.17,4.0,46.2749,5.81,,,0.431,F3V,8.847080928705305,-36.576,-16.803967,-22.829642,-1.708e-05,1.972e-05,-3.58e-06,66353,,0,0
4124,4125,119752,5167,67143,,HD 119752,HD 119752/HIP 67143/HR 5167/HYG 66930/MN 4125,,,,Hya,13.760249,-26.116009,-71.63,-10.23,-10.0,87.0322,5.81,,,0.023,A0V,31.27519311407981,-69.994518,-34.751234,-38.310671,6.3e-07,3.2e-05,-3.51e-06,66931,,0,0
4125,4126,142531,5922,77738,,HD 142531,HD 142531/HIP 77738/HR 5922/HYG 77501/MN 4126,,,,Dra,15.871269,55.826713,-23.82,54.06,-30.0,102.8807,5.81,,,0.972,G8III:,43.73206651696449,-30.563788,-49.043587,85.117358,-1.024e-05,3.984e-05,1.083e-05,77502,,0,0
4126,4127,162004,6637,86620,Gl 694.1B,ψ1 Dra,31 Dra/31Psi1Dra/Gl 694.1B/HD 162004/HIP 86620/HR 6637/HYG 86352/MN 4127/ψ1 Dra,,ψ1 Dra,31 Dra,Dra,17.699461,72.156911,34.97,-273.61,-10.9,23.0627,5.81,,,0.53,G0V,2.197859872784824,-0.555414,-7.044781,21.953273,-1.998e-05,-2.593e-05,1.88e-06,86347,Gl 694.1,1,0
4127,4128,167720,6838,89609,,HD 167720,HD 167720/HIP 89609/HR 6838/HYG 89330/MN 4128,,,,Sgr,18.286563,-17.373886,-1.78,-14.18,-7.0,299.4012,5.81,,,1.569,K2III,370.1689610332348,21.416819,-284.937672,-89.40293,-1.75e-05,1.275e-05,-3.55e-06,89331,,0,0
